category,text,encoded_category
sport,wright-phillips to start on right england coach sven-goran eriksson has revealed shaun wright-phillips will start against the netherlands.  but wright-phillips will not make his first start for england playing on the left  as had been widely expected.  shaun wright-phillips will probably start the game   said eriksson.  but i m not going to start wright-phillips on the left.  eriksson also revealed that wes brown will start alongside jamie carragher in the injury-hit centre of defence. when asked if brown and carragher would start eriksson replied:  i could tell you yes.  it s a blow that four or five central defenders are away because of injuries.  on the other hand it s good for carragher and brown to show what they can do at this level. that s positive.  the england coach said that he had been impressed by wright-phillips  form for manchester city.  he deserves his chance. he has been playing well all season and i look forward to seeing him.  and he added that andy johnson and stewart downing - the other two new players in the squad - would also get a chance to impress.  wright-phillips  downing and johnson will start or get the chance to play some part.  johnson was not in my plans a year ago but he is doing a great season and scoring a lot of goals.  downing is another one making a great season. he is young  talented and there are not too many left-footed players in the squad.,3
entertainment,jugnot  tops french actor league  actor gerard jugnot - star of the oscar-nominated film the chorus - has beaten gerard depardieu to become france s best-paid actor of 2004.  jugnot made 5.45m euros (£3.77m) last year  according to a table drawn up by france s le figaro newspaper. in the chorus (les choristes)  jugnot plays an inspiring music teacher at a school for troubled boys in 1949. despite starring in five films in 2004  depardieu made 3.35m euros (£2.31m) putting him third place in the chart.  his name [depardieu] is no longer sufficient to guarantee the success of a film   said le figaro newspaper. the chorus  which jugnot also co-produced  has drawn an audience of nearly nine million people since its release last year.  godzilla star jean reno was france s second best-paid actor in 2004  earning 3.55m euros (£2.45m) . his roles include a recent uncredited cameo in the oscar-nominated hotel rwanda. the highest-ranking woman on le figaro s list was audrey tautou in 10th place  earning 885 000 euros (£611 000). she starred in jean-pierre jeunet s a very long engagement (un long dimanche de fiancailles) and is also lined up to co-star with tom hanks in ron howard s the da vinci code. the chorus is nominated for best foreign film at sunday s oscar ceremony. on saturday  it will compete for the title of best film against fellow nominee a very long engagement in france s cesar film awards.,1
tech,gates opens biggest gadget fair bill gates has opened the consumer electronics show (ces) in las vegas  saying that gadgets are working together more to help people manage multimedia content around the home and on the move.  mr gates made no announcement about the next generation xbox games console  which many gadget lovers had been hoping for. about 120 000 people are expected to attend the trade show which stretches over more than 1.5 million square feet and runs from 6 to 9 january. the latest trends in digital imaging  storage technologies  thinner flat screen and high-definition tvs  wireless and portable technologies  gaming  and broadband technologies will all be on show over the three days.  mr gates said that a lot of work had been done in the last year to sort out usability and compatibility issues between devices to make it easier to share content.   we predicted at the beginning of the decade that the digital approach would be taken for granted - but there was a lot of work to do.  what is fun is to come to the show and see what has been done. it is going even faster than we expected and we are excited about it.  he highlighted technology trends over the last year that had driven the need to make technology and transferring content across difference devices  seamless .  gaming is becoming more of a social thing and all of the social genres will use this rich communications.  and if we look at what has been going on with e-mail  instant messaging  blogging  entertainment - if we can make this seamless  we can create something quite phenomenal.   mr gates said the pc  like microsoft s media centre  had a central role to play in how people would be making the most out of audio  video and images but it would not be the only device.  it is the way all these devices work together which will make the difference   he said. he also cited the success of the microsoft xbox video game halo 2  released in november  which pushed xbox console sales past playstation in the last two months of 2004 for the first time in 2004. the game  which makes use of the xbox live online games service  has sold 6.23 million copies since its release.  people are online and playing together and that really points to the future   he said. several partnerships with device and hardware manufacturers were highlighted during mr gates  speech  but there were few major groundbreaking new technology announcements. although most of these affected largely us consumers  the technologies highlighted the kind of trends to come. these included what mr gates called an  ecosystem of technologies   like sbc s iptv  a high-definition tv and digital video recorder that worked via broadband to give high-quality and fast tv. there were also other deals announced which meant that people could watch and control content over portable devices and mobile phones.  ces features several more key speeches from major technology players  such as intel and hewlett packard  as well as parallel conference sessions on gaming  storage  broadband and the future of digital music. about 50 000 new products will be unleashed at the tech-fest  which is the largest yet. consumer electronics and gadgets had a phenomenal year in 2004  according to figures released by ces organisers the cea on tuesday. the gadget explosion signalled the strongest growth yet in the us in 2004. that trend is predicted to continue with wholesale shipments of consumer technologies expected to grow by 11% again in 2005.,4
tech,disney backs sony dvd technology a next generation dvd technology backed by sony has received a major boost.  film giant disney says it will produce its future dvds using sony s blu-ray disc technology  but has not ruled out a rival format developed by toshiba. the two competing dvd formats  blu-ray developed by sony and others  and toshiba s hd-dvd  have been courting top film studios for several months. the next generation of dvds promises very high quality pictures and sound  as well as a lot of data. both technologies use a blue laser to write information. it has a shorter wavelength so more data can be stored. disney is the latest studio to announce which technology it is backing in a format battle which mirrors the 1980s betamax versus vhs war. sony lost out to jvc in that fight.  the current battle for hollywood s hearts and minds is a crucial one because high-definition films will bring in billions of revenue and the studios would prefer to use one standard. last month  paramount  universal and warner brothers said they were opting for the toshiba and nec-backed format  hd-dvd high-definition discs.  those studios currently produce about 45% of dvd content. sony pictures entertainment and mgm studios have already staked their allegiance with the blu-ray disc association  whose members also include technology companies dell  samsung and matsushita. twentieth century fox is still to announce which technology it will be supporting. if fox decided to go with blu-ray too  it would mean the format would have a 47% share of dvd content. disney said its films would be available on the blu-ray format when dvd players for the standard went on sale on north america and japan  expected in 2006. universal is to start producing films on the hd-dvd format in 2005  and paramount will start releasing titles using the standard in 2006. toshiba expects sales of hd-dvds to reach 300bn yen ($2.9bn  £1.5bn) by 2010.,4
politics,muslim police stops  more likely  uk muslims should accept that people of islamic appearance are more likely to be stopped and searched by police  a home office minister has said.  hazel blears said innocent muslims would be targeted because of the search for islamic extremists. qualifications for religious leaders to enter the uk could also be made tougher  she told a commons inquiry. her comments have been described as  irresponsible  and  outrageous  by the islamic human rights commission (ihrc).   the threat is most likely to come from those people associated with an extreme form of islam  or who are falsely hiding behind islam   the salford mp told the commons home affairs committee.   it means that some of our counter-terrorism powers will be disproportionately experienced by the muslim community.  it was a reality that should be recognised  she said.  if a threat is from a particular place then our action is going to be targeted at that area   she added. on ministers of religions  such as imams  she said faith groups would be asked what other qualifications and skills  such as civic knowledge and ability to engage the community  should be demanded. last year  ministers introduced a requirement that ministers should speak english to a certain level.  ihrc chairman massoud shadjareh accused ms blears of  playing an islamophobia card  in the run-up to a general election.   she is demonising and alienating our community   he said.  it is a legitimisation for a backlash and for racists to have an onslaught on our community.  this sort of comment is just music to the ears of racists.  later  the prime minister s official spokesman urged people to put ms blears  comments into context. the minister had been saying she understood there was a perception that stop and search was aimed at one community  but that was not what was happening  the spokesman said.   what is happening is that those powers are aimed at those who are suspected of carrying out or planning certain activity who happen to come from one community.  it is not aimed at a particular community  it is not police policy to aim these powers at a particular community   he added. statistics showed that of the 17 people found guilty of terrorist acts in the uk since the 11 september attacks  only four of the 12 whose ethnic backgrounds were known were muslim  he added figures published last week showed that people from ethnic minorities were increasingly likely to be targeted by police stop and search tactics.  figures showed that  for 2003/2004  asians were 1.9 times more likely to be stopped and searched  compared with 1.7 times more likely in the previous year. separate figures on police searches in england and wales carried out under the terrorism act 2000 showed that ethnic minorities were more likely to be targeted. muslim groups have repeatedly claimed that their communities are being victimised under terror laws. in 2003/2004  12.5% searches under the laws were on asian people  even though they make up 4.7% of the population. last july  the police were accused of islamophobia by muslim groups after stop and search figures showed the numbers of asians targeted had risen by 300% since the introduction of anti-terror laws.,2
tech,cheaper chip for mobiles a mobile phone chip which combines a modem and a computer processor on one bit of silicon instead of two could make phones cheaper and more powerful.  the specially-designed chip  developed by texas instruments  could drive down the cost of making mobiles capable of 3d gaming and 30-frame-a-second video. currently  rich multimedia features tend to be on more expensive handsets. the technology  omap-vox  is being tested by firms in europe and asia and could appear by the end of the year. texas  which makes computer chips for more than half the world s mobile phones  said it was keen to make multimedia functions like video and gaming more affordable.  we re going to drive them down into meat-and-potatoes phones that have the largest market share   said doug rasor  a marketing vice president at texas. the chip also uses much less power than conventional chips  said texas  which means less strain on mobile battery life.  more than 50 million people own a mobile in the uk  but mobile operators are keen to encourage people to move onto more sophisticated handsets that can do more. texas is keen to cash in on the third generation (3g) of mobile technology  which offers high-speed networks for video streaming and other multimedia functions. but it faces stiff competition from the likes of intel which is also looking to provide better chips for high-end mobiles.  competition to get people using 3g mobiles will grow in the next year as almost all of the uk s operators have now launched third generation networks. a recent survey by sony ericsson predicted that the number of 3g handsets sold in 2005 would double from 2004 to account for 10% of all phones sold. many consumers are still to be convinced though. a further recent survey said that only 4% of mobile owners were thinking of upgrading to 3g phones. many said they were confused about the different ways to pay for phones and the vast array of features most have onboard.  but there will be continued demand for better chips as the industry continues to develop new standards and future networks. earlier in january  ntt docomo and vodafone joined forces to develop the next generation of high-speed networks  known as  super 3g   intended to be 10 times faster than 3g services. the first stage of development is to be completed by 2007  but no date has been set for a commercial launch the newly-designed omap-vox chip set was announced ahead of the start of a major mobile industry conference  3gsm  which takes place in cannes  france this week.,4
politics,minimum rate for foster parents foster carers are to be guaranteed a minimum allowance to help cover their costs  the government has announced.  payment levels vary from area to area  with some carers getting just £50 a week for clothes  food and other costs. minister for children  young people and families margaret hodge said new plans will ensure fosterers  allowances would be as fair as possible. however local authorities  which set and pay the allowances  are concerned about how the extra cash will be found. about 50 000 children live with foster families in the uk and carers have said they need more money to make ends meet.  ms hodge said:  foster carers must not be out of pocket when meeting the costs of caring for a looked after child - a crucial role in society.  we need to make sure that arrangements for paying foster carers are as fair and transparent as possible.  our proposal for a national minimum rate shows we are serious about creating a better deal for foster carers and about encouraging more people to come forward and consider fostering as a worthwhile and rewarding opportunity.  the government is seeking to amend the children bill  which passes through the commons next week  to establish a national minimum payment.  fostering network executive director robert tapsfield criticised the existing system.  there is just no logic to a system which values children differently depending on where they live.  and with a shortage of over 8 000 foster carers in england  it s not a sustainable situation to expect carers to fund foster care from their own pockets.  the charity recommends a weekly payment of £108.49 for looking after a baby. in a survey  it discovered that rates paid by neighbouring authorities could vary by as much as £100 per week.  the association of directors of social services (adss) said it agreed in principle with the government s plans. tony hunter  the organisation s president  said:  there are many devils and lots of details hidden within the government s proposals.  but adss fully supports proper remuneration for valued foster carers and looks forward to working with ministers  local government and the fostering organisations themselves in order to make sure a sensible and practicable policy emerges.,2
entertainment,the sound of music is coming home the original stage production of the sound of music is to be performed for the first time in the austrian capital  40 years after the film was released.  the first full-scale theatrical production of the musical will make its debut in vienna on saturday. julie andrews starred in the 1965 film version of the rogers and hammerstein classic set in the alpine country. but despite being one of the most successful musicals of all time  it is barely known inside austria.  the film was never shown in any cinema in austria and was not broadcast on television until the early 1990s. the musical is based on the true story of the von trapp family who formed a singing troupe and escaped from nazi-occupied austria in 1938.  sensitivities about nazism during wartime austria and issues towards the von trapp family themselves could explain austria s reluctance to embrace the musical. another source of irritation for austrians is the song edelweiss  which is considered an traditional folk song by many filmgoers. the song was actually an invention by rodgers and hammerstein. many also consider the film to portray a kitsch image of austria  including yodelling  goat-herds and lederhosen. the production is being staged at a viennese opera house  the volksoper  beginning on saturday. maria  the novice nun who falls in love with baron von trapp  will be played by austro-australian actress and singer sandra pires.,1
sport,bath faced with tindall ultimatum mike tindall s agent has warned bath they have until next week to improve their contract offer to the england man or risk losing him to a rival club.  dipo alli says he has received an offer for tindall which dwarfs bath s deal and that two other clubs want to talk.  mike does not want to go into the six nations worrying about where he will be playing his club rugby next season   alli told the guardian newspaper.  it is up to (bath owner) andrew brownsword. he has to make it happen.  tindall is out of contract at the end of the season but it is understood that brownsword is unwilling to break the club s salary structure to accommodate the 26-year-old s demands. but alli insists the player is worth more than bath have put on the table.  mike has been at bath for eight years and wants to remain with the club and his demands are anything but excessive   the agent added.  but brownsword has to recognise mike s value and we want to resolve things by the end of next week.,3
politics,sayeed to stand down as tory mp tory mp jonathan sayeed is to stand down on the grounds of ill health.  the decision comes after mr sayeed survived an attempt to de-select him in a row over allegations he had profited from private tours of parliament. the mid-bedfordshire mp had denied a claim that he was paid for guiding visitors around the palace of westminster. conservative leader michael howard has now accepted the mp s resignation  it has been announced.  mr sayeed was suspended from parliament for two weeks last month after the commons standards and privileges committee said his conduct had fallen  well below the standards expected . the conservative party had already been withdrawn the whip for a month. but his constituency association voted against a move to deselect him  with mr sayeed winning 173 of the 299 votes. after the vote  mr sayeed said only a fifth of association members had voted against him and he intended to get on with winning the election. but the vote prompted constituency association president sir stanley odell to resign in protest. the standards and privileges committee inquiry was launched after the sunday times alleged english manner limited charged clients for access to westminster through mr sayeed. mr sayeed had denied the claims  saying the suspension was  unjust and wrong  but he made an  unreserved  apology to mps in the commons chamber. he insisted that the committee s report had contained a  few errors of fact . mr sayeed has been mp for mid-bedfordshire since 1997. he represented bristol east from 1983 to 1992.,2
tech,new year s texting breaks record a mobile phone was as essential to the recent new year s festivities as a party mood and auld lang syne  if the number of text messages sent is anything to go by.  between midnight on 31 december and midnight on 1 january  133m text messages were sent in the uk. it is the highest ever daily total recorded by the mobile data association (mda). it represents an increase of 20% on last year s figures.  wishing a happy new year to friends and family via text message has become a staple ingredient of the year s largest party. while texting has not quite overtaken the old-fashioned phone call  it is heading that way  said mike short  chairman of the mda.  in the case of a new years eve party  texting is useful if you are unable to speak or hear because of a noisy background   he said. there were also lots of messages sent internationally  where different time zones made traditional calls unfeasible  he said. the british love affair with texting shows no signs of abating and the annual total for 2004 is set to exceed 25bn  according to mda. the mda predicts that 2005 could see more than 30bn text messages sent in the uk.  we thought texting might slow down as mms took off but we have seen no sign of that   said mr short. more and more firms are seeing the value in mobile marketing. restaurants are using text messages to tell customers about special offers and promotions.  anyone in need of a bit of january cheer now the party season is over  can use a service set up by jongleurs comedy club  which will text them a joke a day. for those still wanting to drink and be merry as the long days of winter draw in  the good pub guide offers a service giving the location and address of their nearest recommended pub. users need to text the word goodpub to 85130. if they want to turn the evening into a pub crawl  they simply text the word next. and for those still standing at the end of the night  a taxi service in london is available via text  which will locate the nearest available black cab.,4
politics,blair and blunkett sheffield trip tony blair is to join home secretary david blunkett in a visit to sheffield on thursday.  mr blunkett s conduct is being looked at to establish whether he abused his position in relation to his ex-lover. the parliamentary standards watchdog is looking at his decision to give kimberly quinn free rail tickets. he is also being investigated over the visa application of mrs quinn s ex-nanny. the visit to sheffield will be seen as a show of unity by mr blair.  on wednesday during prime minister s questions  tory leader michael howard went on the offensive over comments mr blunkett is alleged to have made in a new biography. he is understood to have made a series of criticisms about his cabinet colleagues from the prime minister down. mr howard said mr blunkett had complained he had inherited a  giant mess  when he took over at the home office from jack straw  now foreign secretary. the tory leader went on:  he doesn t stop there: he thinks the culture secretary s weak; he thinks the trade secretary doesn t think strategically and he thinks the education secretary hasn t developed as expected.  he says the prime minister doesn t like being told the truth and the chancellor - no doubt the prime minister will agree with this - is a bully.  mr blair retorted voters remembered the record of a government and no comments by politicians.  the home secretary has already admitted he was wrong to give the two first class tickets  given to him as an mp  to mrs quinn and has since paid the £180 back. he has apologised for  a genuine mistake  and says he will write to the watchdog to answer further questions. the rail tickets are meant to help mps  spouses get between westminster and their constituencies. after his inquiry  parliamentary watchdog sir philip mawer will report to the commons standards and privileges committee  the group of mps who will recommend to the full house of commons what action - if any - should be taken against mr blunkett.  the separate inquiry by ex-senior civil servant sir alan budd is investigating whether the home secretary helped fast-track a bid by mrs quinn s nanny  leoncia casalme  to stay in the uk. last week  mr blunkett won the first round of a high court battle with mrs quinn for access to her son. mr blunkett declined to comment about his own position  saying the inquiry was under way and the high court had stressed his right to privacy did not affect his job in improving security and stability. downing street has stressed mr blair s support for the home secretary.,2
entertainment,bbc denies blackadder tv comeback the bbc has said there are no plans in the pipeline for a new series of hit comedy blackadder  which ended in 1989.  tony robinson  who played the servant baldrick  told itv1 s this morning the show s star  rowan atkinson  was  more keen than he has been in the past . robinson added he would  love  to do another series  each of which was set in a different era  ranging from the 15th century to world war i. but the bbc said on thursday there were no plans for a comeback.  in the final series all the main characters were killed off charging towards german lines after being ordered out of their trench. the poignant finale was later voted the best farewell episode of a tv series. a host of other uk actors  including hugh laurie  stephen fry and miranda richardson  also appeared in the show. blackadder returned for a one-off special filmed to celebrate the arrival of the millennium in 1999. it was shown at the millennium dome in greenwich before being screened on bskyb.,1
politics,nuclear strike  key terror risk  the uk and us must realise they cannot prevent all terror attacks and should focus on making sure they are not nuclear strikes  says a top academic.  amitai etzioni  a key influence on new labour thinking  says the us emphasis on an  axis of evil  is misplaced. the priority should instead be on  failing states   including russia and pakistan  who cannot properly control their nuclear material  he argues. his report demands a major overhaul of world rules on nuclear technology.  professor etzioni was a senior adviser to president carter s white house and is the guru behind communitarian ideas which influenced the development of blairite third way politics. in a report for the foreign policy centre think tank  he says a nuclear terrorist attack is the main danger faced by many nations.   attempts to defend against it by hardening domestic targets cannot work  nor can one rely on pre-emption by taking the war to the terrorists before they attack   he says. that means there is an urgent need to curb terrorists  access to nuclear arms and the materials used to make them.  we must recognise that we will be unable to stop all attacks and thus ensure terrorists will not be able to strike with weapons of mass destruction   prof etzioni continues.  he suggests so-called rogue states such as iran and north korea are less of a problem than  failed and failing states   which are more likely to be a source of nuclear materials. he names russia as the  failing state  of gravest concern as it has an estimated 90% of all fissile material outside america. and he is also worried about pakistan after one of its top nuclear scientists  abdul qadeer khan  admitted leaking nuclear secrets. prof etzioni criticises the us for overlooking those reports  suggesting it was done in return for pakistani help in hunting osama bin laden.  this is like letting a serial killer go because he promised to catch some jay-walkers   he says.    - upgrading security at nuclear arms stores as a temporary measure   - creating a new global safety authority to tackle nuclear terrorism  using the intelligence links established in the wake of 11 september - backed by the united nations  authority   - encouraging  pressuring and using  all available means  to persuade countries to switch their highly-enriched uranium for less dangerous less-enriched uranium   - when possible  taking fissile material away from failing states to safe havens where it can be blended down or converted   - compelling  failing and rogue states   and eventually all states  to destroy their nuclear bombs.,2
tech,microsoft launches its own search microsoft has unveiled the finished version of its home-grown search engine.  the now formally launched msn search site takes the training wheels off the test version unveiled in november 2003. the revamped engine indexes more pages than before  can give direct answers to factual questions  and features tools to help people create detailed queries. microsoft faces challenges establishing itself as a serious search site because of the intense competition for queries.  google still reigns supreme as the site people turn to most often when they go online to answer a query  keep up with news or search for images. but in the last year google has faced greater competition than ever for users as old rivals  such as yahoo and microsoft  and new entrants such as amazon and blinkx  try to grab some of the searching audience for themselves. this renewed interest has come about because of the realisation that many of the things people do online begin with a search for information - be it for a particular web page  recipe  book  gadget  news story  image or anything else. microsoft is keen to make its home-grown search engine a significant rival to google. to generate its corpus of data  microsoft has indexed 5 billion webpages and claims to update its document index every two days - more often than rivals. the microsoft search engine can also answer specific queries directly rather than send people to a page that might contain the answer.  for its direct answer feature  microsoft is calling on its encarta encyclopaedia to provide answers to questions about definitions  facts  calculations  conversions and solutions to equations. tony macklin  director of product at ask jeeves  pointed out that its search engine has been answering specific queries this way since april 2003.  the major search providers have moved beyond delivering only algorithmic search  so in many ways microsoft is following the market   he said. tools sitting alongside the msn search engine allow users to refine results to specific websites  countries  regions or languages. microsoft is also using so-called  graphic equalisers  that let people adjust the relevance of terms to get results that are more up-to-date or more popular. the company said that user feedback from earlier test versions had been used to refine the workings of the finished system. the test  or beta  version of the msn search engine unveiled in november had a few teething troubles. on its first day many new users keen to try it were greeted with a page that said the site had been overwhelmed.,4
politics,russian ex-spy on hunger strike an ex-russian intelligence officer who risked his life spying for mi6 is entering the seventh week of a hunger strike near 10 downing street.  viktor makarov  50  claims he has been betrayed by the british authorities  who promised he would live like an  average british citizen . but despite a £65 000 settlement four years ago  he says he has been denied defector status and a decent pension. other ex-russian spies have been given civil service pensions.  hunger strike is a weapon of last resort. it can work only with determination and of course the realisation of the righteousness of your case - without that it will not work   mr makarov told the bbc s newsnight programme.  since i came to this country two batches of promises have been made and broken one after the other.   oleg gordievsky  a senior kgb officer who became a secret agent for the british  said he was  very happy  with the way the government have treated him since him since he defected in 1985. commenting on mr makarov s case  he said:  the british state is not a fat cow - it is impossible to come here and demand give me more money every week.  but mr makarov s case has been backed by david kahn - a former yale historian  and a leading expert on code-breaking  who has confirmed his information was valuable to the western allies.  i believe the government of the united kingdom  which in that respect was probably the same as most other power authorities - took the information that victor makarov had  wrung him dry and left him to hang out in the cold   mr kahn said.  mr makarov joined the kgb in 1970s russia  as an idealistic 20 year-old. one of his fellow pupils at intelligence school was vladimir putin. at kgb headquarters in moscow  he was posted to the secret 16th directorate - which decoded intercepted diplomatic traffic from the west. by the 1980s he had risen to the rank of senior lieutenant - and was privy to the thoughts of western powers. but he had became deeply disenchanted with the soviet regime - fuelled by its repression both at home and in poland.  through his english teacher  he made an approach to m16 - and then began passing secrets to the british intelligence service. he spied for mi6 for two years before being betrayed by a friend and sent to perm 35 - a soviet hard labour camp in the artic circle. within a week of his release in 1992  he made contact with the british authorities he d been spying for  who arranged a meeting between him and an mi6 agent in latvia. he was given a false passport  and he says  promised that he would be given the chance to live like an average uk citizen. but after arriving in london 13 years ago  he feels this promise has not been fulfilled. after long periods of living in bedsits  with deteriorating health  four years ago he took legal action against the government - and settled for £65 000 to buy a small house. but he says he will remain on hunger strike until he receives a decent pension and the right to work  something he feels he has been denied because the authorities do not trust him. government sources told the bbc they had reached a final settlement with the former spy  which he has been able to appeal to security and intelligence tribunals.,2
business,fed chief warning on us deficit federal reserve chairman alan greenspan has warned that allowing huge us budget deficits to continue could have  severe  consequences.  speaking to the house budget committee he urged congress to take action to cut the deficit  such as increasing taxes. while the us economy is growing at a  reasonably good pace  he warned that budget concerns were clouding the economic outlook for the us. pension and healthcare costs posed the greatest risks to the economy  he said.  the government program faces severe financial strains in coming decades as the massive baby-boom generation retires.  i fear that we may have already committed more physical resources to the baby-boom generation in its retirement years than our economy has the capacity to deliver. if existing promises need to be changed  those changes should be made sooner rather than later   mr greenspan said. he also warned that unless the nation sees unprecedented rises in productivity  retirement and health programmes would need  significant  changes. he called on congress to cut promised benefits for retirees  as the promised benefits for the soon-to-retire baby boom generation were much larger than the government could afford.  meanwhile any move to narrow the deficit gap by raising taxes could pose a significant risk to the economy by dampening growth and spending  he added. he also urged congress to reinstate lapsed rules that require tax cuts and spending to be offset elsewhere in the budget in an effort to prevent the us heading further into the red. despite the dire warnings  mr greenspan did offer some good news for the short term. as us growth gathers steam and incomes rise that should lead to a narrowing of the deficit. recent increases in defence and homeland security spending were also not expected to continue indefinitely  which should cut some costs. since president george w bush came to office the federal budget has swung from a record surplus to a record deficit of $412bn last year.,0
sport,robben plays down european return injured chelsea winger arjen robben has insisted that he only has a 10% chance of making a return against barcelona in the champions league.  the 21-year-old has been sidelined since breaking a foot against blackburn last month. chelsea face barcelona at home on 8 march having lost 2-1 in the first leg. and robben told the daily star:  it is not impossible that i will play against barcelona but it is just a very  very small chance - about 10%.   robben has been an inspirational player for chelsea this season following a switch from psv einhoven last summer. he added:  my recovery is going better than we expected a few weeks ago but i think the barcelona game will come too soon.  i won t take any risks and come back too soon.,3
politics,brown s poll campaign move denied the government has denied reports that gordon brown is preparing to oust alan milburn as labour s election supremo.  work and pensions minister alan johnson said it was wrong to suggest the chancellor would usurp mr milburn  adding they would  work as a team . a report in the sunday business claimed mr brown has been asked to take charge of media strategy  while mr milburn would move to a behind-the-scenes role. labour has always maintained mr brown would have a central campaign role.  but many labour backbenchers are said to be dissatisfied with the way election campaigning has gone and have said they wanted to see the chancellor take a bigger role. some commentators say the tories have grasped the initiative  putting labour on the back foot  having to respond to conservative policy announcements. these claims follow various opinion polls which suggest the tories have been gaining on labour. party strategists are believed to want to bring mr brown to centre-stage having seen support rise  in private polling  after his budget last week. but another report in the sunday telegraph claims mr milburn is unwilling to allow any new role for the chancellor to come at his expense. mr johnson told bbc news:  gordon brown will play a central role in any election campaign.  they were wrong when they said milburn was ousting brown and they re wrong now if they are saying brown is ousting milburn. we work as a team.  mr milburn has repeatedly said the chancellor was key to the campaign and dismissed claims of a rift. neither downing street nor the labour party would comment directly on the reports.,2
entertainment,applegate s charity show closes us musical sweet charity has cancelled its run on broadway after poor ticket sales for its early shows.  star christina applegate had to pull out of pre-broadway performances earlier this month with a broken foot. producer barry weissler said he was  deeply proud  of the show  but said the decision to close it was  painful but fiscally responsible . applegate  who starred in tv comedy married with children  had been hoping to make her broadway debut in the show. the 33-year-old injured herself while performing in chicago  and had been hoping to recover in time for its official new york opening on 21 april. she had received mixed reviews for performances in minneapolis and chicago. previews of the $7.5m (£4m) show were due to begin on 4 april. sweet charity tells the story of charity hope valentine  a dancer who always falls in love with the wrong man. it was first performed on broadway in 1966 with gwen verdon in the title role  while shirley maclaine starred in the 1969 film version.,1
entertainment,boogeyman takes box office lead the low-budget horror film boogeyman has knocked robert de niro thriller hide and seek from the top spot at the uk box office.  the film  in which a young man is forced to revisit a traumatic childhood experience  took £788 439 in its first three days on release. hide and seek  which was knocked off the top of the us box office by boogeyman last month  fell one place. oscar nominee hotel rwanda was also a new entry in the chart  at number five. the film  which scored oscar nominations for don cheadle and british actress sophie okonedo  made £507  596 in its first week of nationwide release.  comedy sequel meet the fockers and shall we dance   starring jennifer lopez and richard gere  completed the top five. clint eastwood s million dollar baby re-entered the charts at number eight  following its recent success at the oscars. the boxing drama  which won four awards including best film and best director  has made £4.4m to date. two other new entries  a remake of the 1965 film flight of the phoenix  and the teen comedy harold and kumar get the munchies  debuted outside the top 10.,1
business,mg rover china tie-up  delayed  mg rover s proposed tie-up with china s top carmaker has been delayed due to concerns by chinese regulators  according to the financial times.  the paper said chinese officials had been irritated by rover s disclosure of its talks with shanghai automotive industry corp in october. the proposed deal was seen as crucial to safeguarding the future of rover s longbridge plant in the west midlands. however  there are growing fears that the deal could result in job losses. the observer reported on sunday that nearly half the workforce at longbridge could be under threat if the deal goes ahead.  shanghai automotive s proposed £1bn investment in rover is awaiting approval by its owner  the shanghai city government and by the national development and reform commission  which oversees foreign investment by chinese firms. according to the ft  the regulator has been annoyed by rover s decision to talk publicly about the deal and the intense speculation which has ensued about what it will mean for rover s future. as a result  hopes that approval of the deal may be fast-tracked have disappeared  the paper said. there has been continued speculation about the viability of rover s longbridge plant because of falling sales and unfashionable models.  according to the observer  3 000 jobs - out of a total workforce of 6 500 - could be lost if the deal goes ahead. the paper said that chinese officials believe cutbacks will be required to keep the mg rover s costs in line with revenues. it also said that the production of new models through the joint venture would take at least eighteen months. neither rover nor shanghai automotive commented on the reports.,0
sport,henry tipped for fifa award fifa president sepp blatter hopes arsenal s thierry henry will be named world player of the year on monday.  henry is on the fifa shortlist with barcelona s ronaldinho and newly-crowned european footballer of the year  ac milan s andriy shevchenko. blatter said:  henry  for me  is the personality on the field. he is the man who can run and organise the game.  the winner of the accolade will be named at a glittering ceremony at zurich s opera house. the three shortlisted candidates for the women s award are mia hamm of the united states  germany s birgit prinz and brazilian youngster marta.  hamm  who recently retired - is looking to regain the women s award  which she lost last year to striker prinz. fifa has changed the panel of voters for this year s awards. male and female captains of every national team will be able to vote  as well as their coaches and fipro - the global organisation for professional players.,3
